,PseudoTime
E87_687,0.8607277289836889
E305_760,0.9523212045169384
E526_719,0.9008782936010038
E2728_766,0.9598494353826852
E2125_682,0.8544542032622334
E1916_506,0.6336260978670013
E2682_701,0.8782936010037641
E2238_205,0.2559598494353827
E2675_216,0.2697616060225847
E1325_623,0.7804265997490589
E2443_363,0.4542032622333751
E1463_395,0.49435382685069
E502_710,0.8895859473023839
E17_127,0.1580928481806775
E1230_182,0.2271016311166875
E1862_643,0.8055207026348808
E2197_100,0.124215809284818
E1871_273,0.3412797992471769
E1064_68,0.0840652446675031
E1270_254,0.3174404015056462
E2045_700,0.877038895859473
E2992_103,0.1279799247176913
E512_454,0.5683814303638645
E704_109,0.1355081555834379
E777_598,0.7490589711417817
E914_778,0.9749058971141782
E1057_57,0.0702634880803011
E2645_46,0.0564617314930991
E2633_602,0.7540777917189461
E430_787,0.986198243412798
E2641_342,0.4278544542032622
E1726_660,0.8268506900878294
E2016_746,0.9347553324968632
E2553_702,0.8795483061480552
E1631_714,0.8946047678795483
E1409_173,0.2158092848180677
E327_701,0.8782936010037641
E1148_608,0.7616060225846926
E2490_253,0.3161856963613551
E1989_405,0.506900878293601
E792_59,0.0727728983688833
E1553_74,0.0915934755332496
E913_493,0.617314930991217
E1454_186,0.2321204516938519
E1694_565,0.7076537013801757
E1583_163,0.2032622333751568
E698_153,0.1907151819322459
E2092_274,0.342534504391468
E908_460,0.5759096612296111
E1079_474,0.5934755332496863
E2906_90,0.1116687578419071
E42_217,0.2710163111668758
E148_793,0.9937264742785444
E302_313,0.3914680050188205
E2178_342,0.4278544542032622
E1526_693,0.8682559598494354
E2666_652,0.8168130489335006
E2117_601,0.7528230865746549
E597_206,0.2572145545796738
E221_422,0.5282308657465495
E1130_380,0.4755332496863237
E166_221,0.2760351317440401
E2948_316,0.3952321204516938
E2119_166,0.2070263488080301
E390_773,0.9686323713927228
E155_510,0.6386449184441656
E1922_588,0.7365119196988708
E2329_246,0.3074027603513174
E1050_185,0.2308657465495608
E1361_452,0.5658720200752823
E1697_576,0.7214554579673776
E2876_670,0.8393977415307403
E2038_201,0.2509410288582183
E2795_383,0.479297365119197
E1721_337,0.4215809284818068
E869_75,0.0928481806775407
E2857_566,0.7089084065244667
E2467_371,0.4642409033877039
E2717_231,0.288582183186951
E1448_494,0.6185696361355082
E2214_83,0.1028858218318695
E1602_390,0.4880803011292346
E729_1,0.0
E2381_183,0.2283563362609786
E1166_131,0.1631116687578419
E656_616,0.7716436637390214
E1054_304,0.3801756587202007
E2246_474,0.5934755332496863
E360_523,0.6549560853199499
E1938_68,0.0840652446675031
E1352_585,0.7327478042659975
E2877_115,0.1430363864491844
E1171_525,0.657465495608532
E379_690,0.8644918444165621
E213_247,0.3086574654956085
E2858_57,0.0702634880803011
E1089_510,0.6386449184441656
E1480_431,0.5395232120451694
E1492_501,0.6273525721455459
E1752_167,0.2082810539523212
E2518_737,0.9234629861982434
E388_261,0.3262233375156838
E5_460,0.5759096612296111
E1237_462,0.5784190715181933
E2843_88,0.1091593475533249
E2180_508,0.6361355081555834
E1642_401,0.5018820577164367
E2287_348,0.4353826850690088
E515_262,0.3274780426599749
E798_237,0.2961104140526976
E892_614,0.7691342534504392
E2165_100,0.124215809284818
E1960_512,0.6411543287327478
E2135_5,0.0050188205771643
E1880_131,0.1631116687578419
E1586_757,0.9485570890840652
E699_88,0.1091593475533249
