,PseudoTime
C_90049,0
C_512149,0
C_503908,0
C_340093,0
C_126832,0
C_464110,0
C_422101,0
C_355972,0
C_418282,0
C_210448,0
C_463909,0
C_309139,0
C_293059,0
C_53668,0
C_549133,0
C_26734,0
C_376273,0
C_239794,0
C_21307,0
C_315772,0
C_64321,0
C_28342,0
C_219091,0
C_460090,0
C_120400,0
C_148741,0
C_493054,0
C_354967,0
C_420694,0
C_146731,0
C_502904,0.0101010101010101
C_12665,0.0101010101010101
C_242006,0.0101010101010101
C_221303,0.0101010101010101
C_592148,0.0101010101010101
C_363812,0.0101010101010101
C_295472,0.0101010101010101
C_563204,0.0101010101010101
C_62714,0.0101010101010101
C_106130,0.0101010101010101
C_446624,0.0101010101010101
C_170651,0.0101010101010101
C_112964,0.0101010101010101
C_198188,0.0101010101010101
C_46031,0.0101010101010101
C_110150,0.0101010101010101
C_130049,0.0101010101010101
C_256478,0.0101010101010101
C_495668,0.0101010101010101
C_177887,0.0101010101010101
C_469136,0.0101010101010101
C_265322,0.0101010101010101
C_119195,0.0101010101010101
C_514562,0.0101010101010101
C_399590,0.0101010101010101
C_177083,0.0101010101010101
C_435971,0.0101010101010101
C_276980,0.0101010101010101
C_92864,0.0101010101010101
C_544310,0.0101010101010101
C_119598,0.0202020202020202
C_14274,0.0202020202020202
C_557376,0.0202020202020202
C_135276,0.0202020202020202
C_318789,0.0202020202020202
C_572853,0.0202020202020202
C_46434,0.0202020202020202
C_326829,0.0202020202020202
C_92664,0.0202020202020202
C_489036,0.0202020202020202
C_309945,0.0202020202020202
C_51258,0.0202020202020202
C_164622,0.0202020202020202
C_120402,0.0202020202020202
C_61107,0.0202020202020202
C_160602,0.0202020202020202
C_439188,0.0202020202020202
C_598983,0.0202020202020202
C_330648,0.0202020202020202
C_468132,0.0202020202020202
C_241605,0.0202020202020202
C_60102,0.0202020202020202
C_487227,0.0202020202020202
C_72162,0.0202020202020202
C_62112,0.0202020202020202
C_501498,0.0202020202020202
C_265926,0.0202020202020202
C_535266,0.0202020202020202
C_377481,0.0202020202020202
C_272760,0.0202020202020202
C_285022,0.0303030303030303
C_59902,0.0303030303030303
C_481600,0.0303030303030303
C_522604,0.0303030303030303
C_413059,0.0303030303030303
C_412456,0.0303030303030303
C_138895,0.0303030303030303
C_482404,0.0303030303030303
C_297082,0.0303030303030303
C_260098,0.0303030303030303
C_53470,0.0303030303030303
C_543106,0.0303030303030303
C_560995,0.0303030303030303
C_489841,0.0303030303030303
C_386527,0.0303030303030303
C_409441,0.0303030303030303
C_92062,0.0303030303030303
C_21109,0.0303030303030303
C_134272,0.0303030303030303
C_110152,0.0303030303030303
C_183718,0.0303030303030303
C_351754,0.0303030303030303
C_120001,0.0303030303030303
C_542101,0.0303030303030303
