,gA,gB,gC,gC1,gC2,gD,gD1,gD2,gE,gE1,gE2,gF,gF1,gF2,groups
0,1.4394165396755159,0.019154587709800493,1.9890713079488236,1.9613061351844217,0.029439252366802428,0.029426253056416482,0.025289310844972452,0.01782504323369318,0.021333102122363504,0.022675570939159836,0.016666315654753492,0.01642136792633744,0.019821002753310654,0.02036866600819149,2.0
1,1.4760622576374953,0.019270387392895775,1.9860083760338014,1.9380215892870876,0.02953770725880373,0.030690725674667556,0.02474955343475903,0.019026389687296016,0.02125740871257142,0.022741130029118393,0.018767634879958653,0.015902675594888675,0.019763548020569607,0.0199971965826035,2.0
2,1.4742965899735234,0.01582881864360322,1.9845139801692953,1.9410052063044738,0.029685611538962164,0.031755244078335576,0.027640354247193025,0.01998698427586316,0.021344473336740513,0.02272943856118029,0.018591442219897482,0.018022600500440595,0.020107474006660332,0.019932640087751627,2.0
3,1.5123004627433962,0.017884964715240016,1.9806464230711152,1.9038906677661074,0.0359751599438345,0.03595110359541932,0.02766341951032664,0.019583966450155664,0.02336813614530697,0.0228076798545634,0.018420512140515002,0.017754275496749457,0.019696321736214075,0.020631476837628185,2.0
4,1.551110803409077,0.01841391328394291,1.9805169671453522,1.8941962493674276,0.03653113595092861,0.0367117698281191,0.03037925096787236,0.021645175010403618,0.023340421586636503,0.021649392310090342,0.018100262416106256,0.017812053510044255,0.019663369402781353,0.020847861217305187,2.0
5,1.5540223384450664,0.018025917251572886,1.9788013152303723,1.8887268593568407,0.037075960275285695,0.036724012185490665,0.030566314940087852,0.02184251642422092,0.02352109162475469,0.02161354805600391,0.0186116721613229,0.01790724462550986,0.019877328272814247,0.020752077567009867,2.0
6,1.5880899903962566,0.018454670410970594,1.9779647853675988,1.8794348540838823,0.03655521486341816,0.03670549075483825,0.032129297741715176,0.02184996138767346,0.023691691252007815,0.02155485813667102,0.01865143825821123,0.017973390088370518,0.01865648775309685,0.02072715786569953,2.0
7,1.6236418253292564,0.017656976213312855,1.9843605591526887,1.8715195914664933,0.03610653110098667,0.03711759460900035,0.032133995226821165,0.021459023902665006,0.023604656446089764,0.021726571566669777,0.01809350870795215,0.018120378323217386,0.020725159508882957,0.0205810385846497,2.0
8,1.5869756356142144,0.017877500643570094,1.973245518683032,1.8693696635816672,0.03609129746347108,0.03677414003819877,0.032138499284356165,0.02187652195187382,0.02343308259052044,0.022003511927873073,0.017976367179670612,0.018071327657429005,0.02009123224939715,0.020833377203833377,2.0
9,1.6226253057338937,0.017403052310752013,1.9676354444056023,1.8657232212521426,0.0356091697796185,0.036734175720543216,0.032426114253535594,0.02186887924794455,0.022952967859809194,0.021905523894483928,0.01795022432161657,0.018859988448888865,0.02149989750053384,0.02076965174878902,2.0
10,1.6217358529678014,0.01723588797249161,1.9699599861345545,1.8685191934372267,0.03321172161978591,0.03656921099931621,0.03193547404166501,0.021479098457016597,0.021626109745718367,0.022505174866191323,0.01829701344990434,0.01718351449598452,0.02218408237648136,0.020892978754132974,2.0
11,1.6658438790401675,0.01734047407569548,1.9667552337894119,1.8618029824508073,0.0326237845891603,0.036690529532627,0.0314781564617197,0.02147752853189599,0.02155178401826129,0.02322724649422072,0.018887724048250565,0.01761243781135339,0.021621985911346727,0.019808823772827347,2.0
12,1.6731151163837785,0.017961786444128002,1.9672831435681633,1.8608177693820576,0.03403460367562564,0.03622933963367894,0.03317883962619072,0.021887989292160667,0.020864325811127415,0.023020093791692196,0.018380327556356036,0.018965813000767887,0.021336464937873792,0.02053281100080817,2.0
13,1.6764670774510824,0.017931139625386,1.9752575776606585,1.8551269491125226,0.033705998363883286,0.03614012847099069,0.033681966151790574,0.022000827000598574,0.020714957698193447,0.02292210614204379,0.01885786528917635,0.020650478844931236,0.02131374504689485,0.020545647068698075,2.0
14,1.7106180875444912,0.01789371833503933,1.981158200522821,1.85596889397271,0.03331369337195936,0.03557750225478219,0.034259197545048,0.022918657170879965,0.02062630869762235,0.02282389121881896,0.018762962730685707,0.02067476739259995,0.021522460985373016,0.020011171651514968,2.0
15,1.7174378304183238,0.017945781479176595,1.9785018550885278,1.8467411043868207,0.03321222578112332,0.03482450985975964,0.03443856842459069,0.022786580530597775,0.019908741676893337,0.02319560112148589,0.018900978119836005,0.020785099046133744,0.021536032228112605,0.02121735520332756,2.0
16,1.7615948013278697,0.018560452240015658,1.9789937878985036,1.8502619434902772,0.0334726073093565,0.03478029330918639,0.03428529232584408,0.022432250147165975,0.01900800034074887,0.02391949440811395,0.018368919405493435,0.021008031091211028,0.02023062793095209,0.02129826277118994,2.0
17,1.7644192142292223,0.019048850821621766,1.9833785663984116,1.8510333636626257,0.032817290875268246,0.035938503624947174,0.029040889157099983,0.022470291861477677,0.01864065249305285,0.023832781939622044,0.01836460836385222,0.02095966016774077,0.019984928466837235,0.02098181531503047,2.0
18,1.7616550494319867,0.019273363023843797,1.9817183054053333,1.842381769882578,0.03280753699847198,0.03560717593799869,0.027941620851564108,0.022370554530694368,0.01889265736557677,0.022887698812470637,0.01860588726488731,0.02091979196638597,0.020120766606593007,0.02081114063847971,2.0
19,1.7645858765367035,0.02016376261958013,1.984906269760238,1.8495378134407425,0.032758810333566986,0.035703977857124446,0.028329374178392683,0.022245387566309952,0.01886553541672218,0.023034576329828523,0.01727900914631412,0.02089588724568781,0.021303538034389592,0.0210762081066666,2.0
20,1.8056727966567738,0.02058341576446441,1.9829064197348731,1.8419275846023948,0.03271344348719265,0.03586989431546304,0.03379462627283763,0.02269206573474694,0.018853377829843393,0.023291192382970685,0.017103952361407503,0.021158766178366678,0.02138166856331853,0.021419784089390662,2.0
